proposal_id	surface_forms	corpus_frequency	intended_ontology	recommendation	preferred_label	definition	definition_sources	direct_parent_ids	part_of_ids	other_axioms	evidence_status	current_ontology_status	counterexample_or_caveat	curator_decision	curator_notes
MAP-CAND:three_angled_cross_section	three angled	6	PATO	map_existing	triangular		EVID:PLANTNET_TU|EVID:FLORA_AUSTRALIA_TERMS	PATO:0001875		Apply triangular to the cross-section reference region and preserve rounded-angle trigonous versus sharp-ridged triquetrous detail when stated; replace the erroneous FLOPO:0980163 parent PATO:0000617 bent.	definition_and_existing_target_checked_released_flopo_error_found	PATO:0001875 already defines having three angles; the glossaries define trigonous and triquetrous as triangular cross sections with different angle profiles.	The whole three-dimensional organ is not itself a triangle, and a triquetrous organ additionally has three longitudinal ridges; those assertions require the section and angle context.		
PATO-CAND:floccose_cottony	cottony	2	PATO	accept_proposal	floccose	A pilosity quality inhering in a bearer by virtue of the bearer having tufts of long, soft hairs that tend to rub off as small wool-like masses.	EVID:UPOV_TGP14|EVID:PLANTNET_FH|EVID:FLORA_AUSTRALIA_TERMS	PATO:0000454		Add flocculose as a narrow diminutive and cottony as a related botanical synonym; migrate FLOPO:0980342 only when the corpus bearer satisfies the tufted, soft-hair and rub-off criteria.	definition_and_parent_supported_corpus_mapping_requires_review	Pinned glossaries independently define floccose; released FLOPO:0980342 cottony has only a label-paraphrase definition under generic texture.	Cottony can describe colour, bulk texture, or a mass of hairs without establishing that the hairs rub off, so it is not proposed as an unrestricted exact synonym.		
FLOPO-PATTERN:rose_pink_and_magenta_compounds	rose pink|pale rose pink|purple magenta	7	FLOPO	revise_existing	contextual compound colour expressions	A source-language colour phenotype preserving a compound or modified colour expression whose operational colour-space region is not supplied by the flora text.				Keep these expressions in FLOPO, link them to component colour candidates with an explicit mixture or modification relation rather than conjunctive is_a parents, and do not assert an operational colour value until a physical prototype or range is cited.	corpus_expressions_and_released_classes_checked_operational_definitions_missing	Released FLOPO:0980131, FLOPO:0980205, and FLOPO:0980366 exist but their definitions only paraphrase labels and list component colours.	Rose-pink is not logically every red and every pink instance, pale is a degree modifier, and purple-magenta needs a mixture/continuum model; the current component restrictions must not be read as conjunctive colour subsumption.		
SURFACE-CAND:plant_glands	glands	5	PO	sense_split	plant gland structures			PO:0005656|PO:0009035|PO:0004509		Use portion of secretory tissue for a verified tissue gland, nectary for Euphorbia cyathium nectar glands when applicable, and glandular trichome only for secretory epidermal outgrowths.	full_corpus_concordance_and_existing_classes_checked	Saudi uses include cyathium glands and wart-like glands; PO deliberately keeps gland only RELATED to portion of secretory tissue.	A visible gland may be a tissue, cavity, trichome, or organ region, and secretion cannot be inferred solely from a wart-like appearance.		
MAP-CAND:catkin_inflorescence	catkins	1	PO	map_existing	catkin inflorescence			PO:0030119		Normalize the male reproductive structure to PO:0030119 when it has the monopodial, sessile-unisexual-flower and bract criteria in the PO definition.	existing_definition_exact_synonym_and_corpus_sense_checked	Current PO already has catkin as an exact synonym of catkin inflorescence.	The vernacular word can be applied loosely to catkin-like spikes; extraction should retain sex and structural context rather than rely only on the plural.		
FLOPO-PATTERN:claw_shaped_fruit	claw	1	FLOPO	contextual_composition	claw-shaped fruit phenotype	A fruit-shape phenotype in which the bearer resembles a curved, tapered animal claw without thereby being identified as a claw structure.				Retain the prototype comparison and measured curvature/taper when available; do not mint a PO claw entity or equate it automatically with PATO falciform.	full_corpus_concordance_checked_operational_shape_source_required	The sole Saudi occurrence is a claw-shaped fruit with short outer-edge spines.	Claws vary in curvature and cross-section, and the source gives no quantitative boundary separating claw-shaped from hooked, falcate, or tapered.		
MAP-CAND:corymb_inflorescence	corymbs	1	PO	map_existing	corymb inflorescence			PO:0030124		Normalize the flower arrangement to PO:0030124 when the axes and convex flower plane meet its definition.	existing_definition_exact_synonym_and_corpus_sense_checked	Current PO already has corymb as an exact synonym of corymb inflorescence.	Flat-topped or convex clusters that lack the specified growth habits and axes are not automatically corymbs.		
FLOPO-PATTERN:fading_colour	fading	1	FLOPO	contextual_composition	fading colour phenotype	A temporal colour phenotype in which a specified bearer changes from a stated initial colour toward a stated later colour over time.				Bind the bearer, initial colour, later colour, and temporal relation; do not model fading as a static low-saturation value when the endpoint is explicitly white.	full_corpus_concordance_checked	The Saudi occurrence says pale blue-lilac flowers fade to white.	Fading can reduce chroma, change lightness, or change hue, so it has no single PATO colour endpoint without the source context.		
FLOPO-PATTERN:longitudinal_orientation	longitudinal	1	FLOPO	modeling_pattern	contextual longitudinal orientation phenotype	A phenotype in which a specified marking or plant structure is aligned parallel to the principal long axis of its bearer.				Bind the bearer axis and the pale-green lines; retain the line colour pattern separately from its orientation.	full_corpus_concordance_checked	The Saudi occurrence modifies colour lines along a corolla.	Longitudinal is a relation to an axis, not a line, colour, or bearer-independent object quality by itself.		
MAP-CAND:separated_from	separated	1	PATO	map_existing	separated from			PATO:0001505		Represent the fruit as not in contact with or connected to the other fruits, supplying the second relational argument.	existing_definition_and_corpus_sense_checked	PATO:0001505 matches the structural separated sense in the Saudi description.	Separated can also describe taxonomic, spatial-distance, or post-detachment states, and the target relation is incomplete without the entity separated from.		
